"","X","Country.Name","Country.Code","Indicator.Name","Indicator.Code","Attribute","X2000M1","X2000M2","X2000M3","X2000M4","X2000M5","X2000M6","X2000M7","X2000M8","X2000M9","X2000M10","X2000M11","X2000M12","X2001M1","X2001M2","X2001M3","X2001M4","X2001M5","X2001M6","X2001M7","X2001M8","X2001M9","X2001M10","X2001M11","X2001M12","X2002M1","X2002M2","X2002M3","X2002M4","X2002M5","X2002M6","X2002M7","X2002M8","X2002M9","X2002M10","X2002M11","X2002M12","X2003M1","X2003M2","X2003M3","X2003M4","X2003M5","X2003M6","X2003M7","X2003M8","X2003M9","X2003M10","X2003M11","X2003M12","X2004M1","X2004M2","X2004M3","X2004M4","X2004M5","X2004M6","X2004M7","X2004M8","X2004M9","X2004M10","X2004M11","X2004M12","X2005M1","X2005M2","X2005M3","X2005M4","X2005M5","X2005M6","X2005M7","X2005M8","X2005M9","X2005M10","X2005M11","X2005M12","X2006M1","X2006M2","X2006M3","X2006M4","X2006M5","X2006M6","X2006M7","X2006M8","X2006M9","X2006M10","X2006M11","X2006M12","X2007M1","X2007M2","X2007M3","X2007M4","X2007M5","X2007M6","X2007M7","X2007M8","X2007M9","X2007M10","X2007M11","X2007M12","X2008M1","X2008M2","X2008M3","X2008M4","X2008M5","X2008M6","X2008M7","X2008M8","X2008M9","X2008M10","X2008M11","X2008M12","X2009M1","X2009M2","X2009M3","X2009M4","X2009M5","X2009M6","X2009M7","X2009M8","X2009M9","X2009M10","X2009M11","X2009M12","X2010M1","X2010M2","X2010M3","X2010M4","X2010M5","X2010M6","X2010M7","X2010M8","X2010M9","X2010M10","X2010M11","X2010M12","X2011M1","X2011M2","X2011M3","X2011M4","X2011M5","X2011M6","X2011M7","X2011M8","X2011M9","X2011M10","X2011M11","X2011M12","X2012M1","X2012M2","X2012M3","X2012M4","X2012M5","X2012M6","X2012M7","X2012M8","X2012M9","X2012M10","X2012M11","X2012M12","X2013M1","X2013M2","X2013M3","X2013M4","X2013M5","X2013M6","X2013M7","X2013M8","X2013M9","X2013M10","X2013M11","X2013M12","X2014M1","X2014M2","X2014M3","X2014M4","X2014M5","X2014M6","X2014M7","X2014M8","X2014M9","X2014M10","X2014M11","X2014M12","X2015M1","X2015M2","X2015M3","X2015M4","X2015M5","X2015M6","X2015M7","X2015M8","X2015M9","X2015M10","X2015M11","X2015M12","X2016M1","X2016M2","X2016M3","X2016M4","X2016M5","X2016M6","X2016M7","X2016M8","X2016M9","X2016M10","X2016M11","X2016M12"
"1",3570,"Belgium",124,"Value of Imports, Euros","TMG_CIF_EUR","Value",1.353e+10,1.545e+10,1.736e+10,1.444e+10,1.705e+10,1.559e+10,1.441e+10,1.512e+10,1.677e+10,1.749e+10,1.827e+10,1.67e+10,1.733e+10,1.696e+10,1.843e+10,1.639e+10,1.758e+10,1.719e+10,1.548e+10,1.472e+10,1.604e+10,1.682e+10,1.648e+10,1.607e+10,1.662e+10,1.67e+10,1.855e+10,1.756e+10,1.759e+10,1.76e+10,1.641e+10,1.552e+10,1.822e+10,1.917e+10,1.795e+10,1.784e+10,1.704e+10,1.72e+10,1.84e+10,1.747e+10,1.659e+10,1.759e+10,1.657e+10,1.453e+10,1.838e+10,1.87e+10,1.753e+10,1.769e+10,1.697e+10,1.78e+10,2.11e+10,1.887e+10,1.756e+10,2.163e+10,1.785e+10,1.71e+10,2.09e+10,1.968e+10,2.067e+10,2.02e+10,1.89e+10,2.031e+10,2.342e+10,2.072e+10,2.062e+10,2.264e+10,1.902e+10,2.01e+10,2.265e+10,2.077e+10,2.394e+10,2.335e+10,2.268e+10,2.245e+10,2.663e+10,2.153e+10,2.366e+10,2.43e+10,2.122e+10,2.218e+10,2.445e+10,2.471e+10,2.552e+10,2.184e+10,2.425e+10,2.349e+10,2.708e+10,2.342e+10,2.472e+10,2.579e+10,2.452e+10,2.353e+10,2.529e+10,2.809e+10,2.719e+10,2.375e+10,2.668e+10,2.513e+10,2.674e+10,2.809e+10,2.567e+10,2.815e+10,2.749e+10,2.467e+10,2.907e+10,2.818e+10,2.43e+10,2.216e+10,2.079e+10,2.064e+10,2.278e+10,2.012e+10,1.939e+10,2.159e+10,2.042e+10,1.874e+10,2.293e+10,2.305e+10,2.156e+10,2.236e+10,2.154e+10,2.201e+10,2.627e+10,2.411e+10,2.339e+10,2.61e+10,2.392e+10,2.321e+10,2.614e+10,2.623e+10,2.67e+10,2.546e+10,2.697e+10,2.733e+10,3.134e+10,2.679e+10,2.985e+10,2.852e+10,2.594e+10,2.694e+10,2.861e+10,2.741e+10,2.859e+10,2.717e+10,2.746e+10,2.875e+10,3.156e+10,2.773e+10,2.901e+10,2.873e+10,2.788e+10,2.696e+10,2.684e+10,2.986e+10,3.064e+10,2.634e+10,2.863e+10,2.807e+10,3.093e+10,2.908e+10,2.829e+10,2.744e+10,2.858e+10,2.545e+10,2.826e+10,3.038e+10,2.807e+10,2.715e+10,2.868e+10,2.768e+10,3.002e+10,2.87e+10,2.777e+10,2.859e+10,2.812e+10,2.655e+10,3.082e+10,3.063e+10,2.754e+10,2.715e+10,2.655e+10,2.72e+10,3.125e+10,2.967e+10,2.786e+10,3.13e+10,2.882e+10,2.622e+10,2.871e+10,2.986e+10,2.825e+10,2.767e+10,2.583e+10,2.78e+10,2.847e+10,2.713e+10,2.58e+10,NA,NA,NA,NA,NA,NA,NA
